temperature_K,pressure_bar
338.15,9.58
338.15,19.7
343.15,0.132
343.25,0.2046
343.15,1.46
343.15,11.11
343.15,11.8
343.15,16.3
343.15,21.6
343.15,22.3
343.15,30.0
343.15,50.7
343.15,90.6
343.15,119.5
343.15,146.1
348.1,0.10099999999999999
348.125,0.5225
348.1,1.002
348.15,2.55
348.1,3.9985
348.2,6.996
348.1,9.998999999999999
348.1,12.995999999999999
348.2,14.997
348.15,15.8
348.15,19.997999999999998
348.125,28.71
348.1,54.358999999999995
353.15,0.87
353.15,3.48
353.15,14.4
353.15,19.2
353.15,20.1
353.15,26.5
353.15,37.1
353.15,37.4
353.15,47.4
353.15,60.5
353.15,68.1
353.15,111.2
353.15,144.1
353.15,178.5
358.15,1.54
358.15,11.54
358.15,32.4
358.15,43.7
363.15,3.25
363.15,17.0
363.15,24.3
363.15,31.8
363.15,43.7
363.15,54.3
363.15,63.3
363.15,64.8
363.15,71.7
363.15,132.8
363.15,173.0
373.15,20.1
373.15,28.5
373.15,37.6
373.15,49.6
373.15,82.9
373.15,154.2
288.21,50.0
288.24,89.0
293.18,56.0
293.21,84.0
298.0,28.29
298.18,62.6
298.23,85.0
298.35,152.0
299.0,10.21
299.0,14.32
299.0,20.14
301.42,146.0
303.35,16.8
303.3,26.3
303.21,36.0
303.2,70.0
303.18,97.0
303.4,146.0
304.75,55.7
313.41,19.4
313.3,30.4
313.0,31.85
313.25,41.4
313.19,87.4
313.19,112.0
313.15,151.0
314.0,11.29
314.0,15.95
314.0,22.62
315.05,65.7
323.18,1.63
323.21,8.25
323.33,21.8
323.0,24.03
323.0,34.02
323.37,34.8
323.18,47.4
323.24,104.9
323.24,129.2
322.97,165.0
324.0,11.96
324.0,16.87
324.22,76.2
333.2,2.08
333.26,9.4
333.39,24.4
333.36,39.1
333.18,54.1
333.21,121.0
333.21,146.3
333.17,181.0
333.82,86.1
342.16,94.1
343.27,2.58
343.26,11.15
343.32,27.4
343.36,43.9
343.2,60.3
343.25,140.0
351.91,103.6
353.23,3.33
353.22,12.4
352.93,30.3
353.36,48.5
353.23,67.3
358.23,109.7
363.26,4.03
363.28,14.2
362.98,33.9
363.39,53.9
363.13,74.6
313.15,0.9990000000000001
313.15,2.001
313.15,3.9989999999999997
313.15,6.999
313.15,8.999
313.15,9.998
313.15,11.0
313.15,12.997
313.15,14.999
313.15,17.0
313.15,18.998
323.15,0.9990000000000001
323.15,3.998
323.15,4.998
323.15,6.999
323.15,9.998
323.15,18.998
333.15,0.5
333.15,0.998
333.15,2.0
333.15,3.9960000000000004
333.15,7.0
333.15,9.001
333.15,9.998
298.15,0.10149999999999999
298.1,0.49950000000000006
298.15,0.997
298.15,4.0005
298.1,6.9975000000000005
298.1,10.003
298.15,12.9965
298.15,14.996
298.15,19.9995
323.47,2.0
323.22,3.7
323.47,5.92
323.19,11.6
323.28,23.4
333.37,2.9
333.22,5.31
333.22,15.7
333.25,30.9
333.53,8.4
343.46,4.01
343.25,7.2
343.22,20.4
343.22,38.5
343.55,11.0
353.49,5.3
353.26,9.4
353.23,25.8
353.27,47.4
353.56,14.2
363.47,6.9
363.29,12.0
363.25,31.6
363.29,57.5
363.6,17.8
298.1,0.10300000000000001
298.1,0.503
298.2,1.001
298.2,3.9939999999999998
298.1,6.999
298.1,10.001
298.2,12.994000000000002
298.2,14.997
298.2,19.99
298.1,0.1
298.1,0.501
298.1,1.002
298.1,3.997
298.1,6.997999999999999
298.1,9.997
298.1,12.998
298.1,14.997
298.1,19.997
303.15,3.9
303.15,7.6
303.15,9.3
303.15,11.9
303.15,14.9
303.15,18.4
303.15,20.5
303.15,23.5
303.15,26.4
303.15,32.0
303.15,35.1
303.15,42.5
303.15,46.2
303.15,47.5
303.15,50.6
303.15,54.3
313.15,4.6
313.15,9.7
313.15,11.3
313.15,13.3
313.15,15.5
313.15,20.1
313.15,22.6
313.15,26.1
313.15,28.6
313.15,35.0
313.15,37.9
313.15,49.2
313.15,55.7
313.15,58.4
313.15,61.0
313.15,63.6
323.15,5.7
323.15,9.2
323.15,11.5
323.15,15.0
323.15,19.0
323.15,22.8
323.15,25.7
323.15,29.8
323.15,32.5
323.15,40.0
323.15,43.9
323.15,60.4
323.15,66.2
323.15,68.5
323.15,71.5
323.15,74.9
333.15,6.1
333.15,11.7
333.15,13.3
333.15,16.7
333.15,22.0
333.15,25.3
333.15,28.5
333.15,32.3
333.15,36.1
333.15,43.5
333.15,50.2
333.15,66.5
333.15,74.7
333.15,76.0
333.15,82.0
333.15,84.1
343.15,6.4
343.15,12.0
343.15,14.2
343.15,18.1
343.15,22.9
343.15,27.3
343.15,30.7
343.15,34.4
343.15,38.5
343.15,48.0
343.15,55.3
343.15,72.9
343.15,83.2
343.15,85.1
343.15,91.2
343.15,93.5
353.15,6.7
353.15,15.1
353.15,16.4
353.15,19.4
353.15,24.0
353.15,27.6
353.15,32.0
353.15,36.9
353.15,41.3
353.15,52.7
353.15,59.6
353.15,80.3
353.15,91.8
353.15,94.0
353.15,100.8
353.15,103.4
363.15,7.1
363.15,16.2
363.15,18.1
363.15,21.2
363.15,25.2
363.15,31.4
363.15,35.4
363.15,39.5
363.15,43.9
363.15,56.4
363.15,87.6
363.15,100.7
363.15,102.9
363.15,110.4
363.15,113.7
303.18,0.6783899999999999
313.19,0.705
323.23,0.7310800000000001
333.26,0.7569199999999999
343.3,0.7829600000000001
293.26,1.06
293.34,2.52
293.2,6.12
293.3,11.45
293.37,15.84
292.88,22.75
293.14,33.05
293.17,48.17
293.15,55.1
293.2,75.46
293.2,120.25
293.33,188.7
298.4,0.48460000000000003
298.1,15.7
298.2,16.0
298.1,29.2
298.2,29.3
298.1,42.7
298.2,42.8
298.1,57.7
298.2,57.9
303.25,2.26
303.22,3.99
303.15,8.06
303.22,14.25
303.27,28.45
303.11,41.97
303.31,62.08
303.2,74.5
303.2,94.8
303.18,128.08
303.1,181.88
303.58,19.66
305.4,0.49810000000000004
309.25,0.5054
313.2,3.55
313.1,5.55
313.16,10.23
313.2,16.7
313.2,16.8
313.24,17.48
313.05,23.78
313.2,29.9
313.2,30.7
313.1,34.27
313.2,43.7
313.2,45.0
313.11,49.75
313.2,57.5
313.2,59.0
313.2,72.9
313.2,73.1
313.39,79.48
313.2,80.9
313.19,96.34
313.2,101.5
313.23,115.84
313.29,145.87
313.2,152.3
313.21,187.47
313.2,199.3
315.5,0.517
323.26,4.71
323.11,7.16
323.25,12.66
323.22,20.79
323.24,28.23
323.24,40.2
323.15,59.21
323.2,88.3
323.28,100.07
323.2,101.8
323.31,120.09
323.23,138.38
323.2,153.4
323.19,164.2
333.25,6.09
333.15,8.87
333.13,14.92
333.1,16.5
333.1,17.2
333.38,24.39
333.1,30.9
333.1,31.7
333.21,32.67
333.1,45.0
333.1,45.9
333.22,46.57
333.1,59.2
333.2,60.3
333.27,69.12
333.1,72.8
333.1,72.9
333.29,121.19
333.24,143.07
333.28,160.63
333.23,184.57
343.22,7.6
343.2,10.55
343.13,17.39
343.19,27.86
343.27,37.37
343.2,53.42
343.38,79.46
343.4,141.8
343.1,164.81
343.28,181.82
353.21,9.09
353.21,12.35
353.11,19.93
353.21,31.54
353.26,42.16
353.23,59.95
353.33,89.96
353.23,160.95
353.2,184.93
363.24,10.66
363.4,14.25
363.29,22.46
363.34,35.35
363.45,47.02
363.31,66.75
363.28,179.75
363.53,100.78
303.19,28.7
303.37,35.6
303.3,46.0
303.33,55.0
303.35,60.0
313.23,8.76
313.33,18.1
313.2,32.1
313.37,40.6
313.38,52.9
312.98,61.7
313.28,72.1
313.2,81.6
313.2,105.4
313.2,150.4
323.25,9.31
323.45,23.8
323.25,35.2
323.41,46.0
323.34,58.1
323.32,70.6
323.09,85.2
323.2,88.3
323.2,104.0
323.2,149.4
333.25,10.01
333.45,23.9
333.25,38.8
333.36,51.3
333.38,66.7
332.98,81.0
333.02,99.5
343.27,10.8
343.4,26.5
343.2,42.4
343.37,57.2
343.37,75.6
343.37,92.8
343.1,114.8
353.24,11.8
353.4,20.0
353.41,22.0
353.2,46.4
353.4,63.6
353.37,84.9
353.36,104.7
353.17,130.0
358.42,111.1
363.21,13.8
363.44,23.9
363.3,50.8
363.42,70.3
363.38,94.6
303.35,2.25
303.42,3.57
303.4,8.2
303.27,14.42
303.32,23.11
303.33,34.17
303.36,49.87
303.42,59.98
302.55,149.95
313.16,1.68
313.03,3.71
313.27,5.17
313.47,28.5
313.28,41.35
313.38,75.03
313.2,82.1
313.2,99.6
313.2,149.9
313.44,163.1
313.54,11.2
313.56,18.24
313.7,61.3
323.16,2.74
323.3,5.23
323.4,6.82
323.43,33.57
323.47,49.24
323.2,88.0
323.45,93.28
323.2,103.7
323.2,143.5
323.66,13.55
323.57,21.39
323.56,73.14
323.83,175.95
333.46,4.53
333.3,6.41
333.47,39.24
333.5,8.49
333.59,16.05
333.63,25.02
333.69,57.6
333.54,86.58
333.58,113.07
333.78,192.95
343.37,5.46
343.0,7.84
343.48,100.18
343.46,132.26
343.68,10.33
343.52,18.73
343.55,28.87
343.55,44.95
343.64,65.86
353.3,6.9
353.16,9.43
353.75,12.2
353.66,21.6
353.56,32.83
353.64,50.92
353.69,74.57
353.77,114.61
353.58,151.38
363.22,7.7
363.2,10.89
363.66,13.97
363.54,24.4
363.58,36.79
363.67,56.92
363.53,83.3
363.68,128.21
363.67,169.27
323.15,1.0
298.15,1.0
298.15,5.0
298.15,10.0
298.15,14.74
298.15,15.0
298.15,20.0
298.15,28.28
298.15,45.16
298.15,67.99
298.15,86.59
298.15,109.09
298.15,128.73
298.15,148.47
308.15,1.0
308.15,5.0
308.15,10.0
308.15,15.0
308.15,20.0
313.15,20.0
313.15,22.3
313.15,27.8
313.15,34.5
313.15,38.9
313.15,58.0
313.15,63.4
313.15,70.0
313.15,74.3
313.2,80.7
313.15,90.0
313.15,100.0
313.2,100.7
313.15,120.0
313.15,132.0
313.15,144.0
313.2,149.6
323.15,1.0
323.15,5.0
323.15,10.0
323.15,14.39
323.15,15.0
323.15,20.0
323.15,33.71
323.15,68.91
323.2,81.3
323.15,85.81
323.2,101.0
323.15,109.17
323.15,130.3
323.15,145.96
323.2,151.6
343.15,20.03
343.15,39.41
343.15,62.42
343.15,86.74
343.15,107.73
343.15,125.15
343.15,145.34
329.2,37.0
329.2,100.0
329.2,120.0
329.2,150.0
347.2,100.0
369.2,150.0
303.15,5.1
303.15,10.2
303.15,18.6
303.15,24.8
303.15,35.1
303.15,41.0
303.15,59.0
303.15,74.0
303.15,161.0
313.15,6.2
313.15,13.1
313.15,22.2
313.15,30.5
313.15,42.7
313.15,51.7
313.15,73.0
313.15,102.0
313.15,200.0
323.15,7.4
323.15,16.1
323.15,26.2
323.15,36.2
323.15,50.6
323.15,61.2
323.15,91.8
323.15,134.0
333.15,8.6
333.15,18.7
333.15,31.0
333.15,42.2
333.15,60.0
333.15,75.0
333.15,114.4
333.15,164.0
343.15,9.9
343.15,21.8
343.15,35.2
343.15,48.3
343.15,70.0
343.15,87.5
343.15,135.0
343.15,194.0
353.15,11.7
353.15,24.4
353.15,40.3
353.15,54.8
353.15,80.3
353.15,101.5
353.15,161.0
363.15,13.0
363.15,26.9
363.15,45.0
363.15,61.7
363.15,89.9
363.15,116.0
363.15,180.0
373.15,15.1
373.15,30.2
373.15,50.3
373.15,67.8
373.15,102.0
373.15,129.9
303.15,1.0
303.15,2.01
303.15,5.0
303.15,8.0
303.15,10.01
303.15,15.0
303.15,20.0
303.15,29.99
303.15,40.01
303.15,50.01
303.15,60.0
313.15,1.0
313.15,2.01
313.15,5.0
313.15,8.0
313.15,10.0
313.15,15.0
313.15,20.01
313.15,30.0
313.15,40.0
313.15,50.0
313.15,60.0
323.15,1.0
323.15,2.0
323.15,5.0
323.15,8.0
323.15,10.0
323.15,15.0
323.15,20.0
323.15,30.0
323.15,40.0
323.15,49.99
323.15,60.0
333.15,1.0
333.15,2.0
333.15,5.0
333.15,8.0
333.15,10.0
333.15,15.0
333.15,20.0
333.15,30.0
333.15,40.01
333.15,50.0
333.15,60.0
303.15,1.01
303.15,2.0
303.15,5.0
303.15,8.0
303.15,10.01
303.15,15.0
303.15,20.0
303.15,29.99
303.15,40.0
303.15,50.02
303.15,59.98
313.15,1.01
313.15,2.0
313.15,5.01
313.15,8.0
313.15,10.01
313.15,15.02
313.15,20.01
313.15,30.01
313.15,40.01
313.15,49.99
313.15,60.0
323.15,1.01
323.15,2.0
323.15,5.0
323.15,8.0
323.15,10.01
323.15,15.0
323.15,20.0
323.15,30.0
323.15,40.01
323.15,49.96
323.15,60.04
333.15,1.0
333.15,2.0
333.15,5.01
333.15,8.0
333.15,10.0
333.15,15.01
333.15,20.01
333.15,29.98
333.15,40.07
333.15,49.96
333.15,60.0
303.0,1.0
303.15,1.29
303.15,2.26
303.15,3.28
303.0,4.0
303.15,4.21
303.0,5.0
303.15,5.29
303.15,6.24
303.0,7.0
303.15,7.28
303.15,8.29
303.0,9.0
303.15,9.56
303.0,10.0
303.15,10.21
308.22,5.71
308.2,12.54
308.26,21.23
308.33,47.07
307.79,69.8
309.16,34.52
313.15,1.17
313.15,2.21
313.15,3.24
313.15,4.27
313.15,5.25
313.11,6.21
313.15,6.53
313.15,7.17
313.15,8.22
313.15,9.29
313.15,10.26
313.25,13.73
313.15,17.3
313.24,22.99
313.15,28.8
313.15,30.0
313.18,37.53
313.15,44.2
313.42,52.27
313.15,56.7
313.15,60.0
313.15,70.0
313.16,79.2
313.15,80.0
313.15,83.7
313.15,92.9
313.15,110.0
313.15,130.0
313.15,170.0
313.15,190.0
315.35,53.9
318.13,6.77
318.13,14.95
318.39,25.14
318.11,40.92
318.39,57.47
318.03,88.4
323.15,0.98
323.15,2.08
323.15,3.34
323.15,4.25
323.15,5.31
323.15,6.58
323.15,7.26
323.23,7.36
323.15,8.25
323.15,9.2
323.15,10.3
323.15,15.6
323.14,16.25
323.15,20.0
323.15,28.8
323.15,40.0
323.15,43.3
323.25,44.71
323.15,57.2
323.15,60.0
323.27,62.9
323.15,70.4
323.15,80.0
323.15,83.7
323.15,92.3
323.05,99.4
323.15,110.0
323.15,140.0
323.15,180.0
323.62,27.48
328.14,7.96
328.0,17.56
328.19,29.54
328.13,48.71
328.11,68.9
327.93,111.6
333.0,1.0
333.15,1.4
333.15,2.06
333.15,3.21
333.0,4.0
333.15,4.1
333.0,5.0
333.15,5.17
333.15,6.29
333.0,7.0
333.15,7.24
333.15,8.22
333.12,8.57
333.0,9.0
333.15,9.16
333.0,10.0
333.15,10.23
333.15,15.6
333.05,18.96
333.15,20.0
333.15,28.4
333.15,30.0
333.4,32.09
333.15,43.5
333.12,52.71
333.15,56.2
333.15,60.0
333.15,70.5
333.31,75.3
333.15,80.0
333.15,84.1
333.15,93.7
333.15,100.0
332.79,124.8
333.15,140.0
333.15,170.0
336.47,55.31
338.16,9.21
338.18,20.45
338.18,34.49
338.12,56.91
338.15,81.9
337.69,138.8
343.11,9.86
343.08,21.94
343.13,37.09
343.13,37.29
343.13,61.5
343.12,61.9
343.13,88.9
342.59,153.2
348.2,10.54
348.13,23.47
348.11,39.69
348.18,65.9
348.31,96.3
347.81,168.8
352.46,182.8
353.17,11.23
353.19,25.02
353.09,42.29
353.3,70.9
353.34,103.9
358.13,11.93
358.19,26.65
358.27,45.29
358.25,75.7
358.37,111.3
357.5,198.0
363.12,12.64
363.21,28.27
363.1,47.89
363.29,80.9
363.14,119.3
298.2,0.5
298.2,1.0
298.2,2.0
298.2,3.0
298.2,5.0
298.2,7.0
298.2,10.0
298.2,15.0
298.2,20.0
303.15,1.287
303.15,2.925
303.15,4.888999999999999
303.15,7.205
303.15,9.777000000000001
303.15,12.204
303.15,14.573
313.15,1.349
313.15,3.09
313.15,5.178
313.15,7.6370000000000005
313.15,10.374
313.15,12.997
313.15,15.335
313.15,29.5
313.15,42.1
313.15,56.5
313.15,70.3
313.15,84.0
313.15,92.7
323.15,1.4180000000000001
323.15,3.252
323.15,5.455
323.15,8.05
323.15,10.932
323.15,13.647
323.15,16.0
323.15,16.185
323.15,29.0
323.15,44.3
323.15,56.8
323.15,70.5
323.15,84.0
323.15,92.7
333.15,1.484
333.15,3.406
333.15,5.718999999999999
333.15,8.442
333.15,11.479000000000001
333.15,14.324000000000002
333.15,16.985
333.15,17.4
333.15,30.1
333.15,43.5
333.15,56.9
333.15,71.3
333.15,84.6
333.15,92.9
343.15,1.547
343.15,3.554
343.15,5.97
343.15,8.816
343.15,11.963
343.15,14.995999999999999
343.15,17.755
353.15,1.605
353.15,3.695
353.15,6.202999999999999
353.15,9.177999999999999
353.15,12.455
353.15,15.578
353.15,18.500999999999998
298.15,0.94
298.15,1.94
298.15,2.93
298.15,3.93
298.15,4.93
298.15,5.93
298.15,6.93
298.15,7.93
298.15,8.93
298.15,9.93
298.15,10.93
298.15,11.92
298.15,12.92
298.15,13.92
298.15,14.93
298.15,15.93
298.15,16.92
298.15,17.93
298.15,18.92
298.15,19.92
308.15,0.94
308.15,1.94
308.15,2.94
308.15,3.93
308.15,4.93
308.15,5.93
308.15,6.93
308.15,7.93
308.15,8.93
308.15,9.92
308.15,10.93
308.15,11.93
308.15,12.93
308.15,13.92
308.15,14.92
308.15,15.93
308.15,16.93
308.15,17.93
308.15,18.92
308.15,19.93
323.15,0.94
323.15,1.94
323.15,2.93
323.15,3.93
323.15,4.93
323.15,5.93
323.15,6.93
323.15,7.93
323.15,8.93
323.15,9.92
323.15,10.93
323.15,11.93
323.15,12.92
323.15,13.93
323.15,14.93
323.15,15.93
323.15,16.92
323.15,17.93
323.15,18.92
323.15,19.93
338.25,0.94
338.25,1.94
338.25,2.94
338.25,3.94
338.25,4.94
338.25,5.93
338.25,6.92
338.25,7.94
338.25,8.92
338.25,9.93
338.25,10.93
338.25,11.93
338.25,12.92
338.25,13.92
338.25,14.93
338.25,15.93
338.25,16.92
338.25,17.93
338.25,18.92
338.25,19.93
353.25,0.94
353.25,1.95
353.25,2.94
353.25,3.94
353.25,4.94
353.25,5.94
353.25,6.93
353.25,7.94
353.25,8.94
353.25,9.93
353.25,10.93
353.25,11.93
353.25,12.93
353.25,13.92
353.25,14.93
353.25,15.93
353.25,16.93
353.25,17.93
353.25,18.93
353.25,19.92
298.14,0.61135
298.14,0.677825
303.16,0.6255700000000001
303.145,0.6923549999999999
313.16,0.7022400000000001
323.17499999999995,0.7034199999999999
323.18,0.76862
333.08,0.70191
333.16999999999996,0.77652
343.06,0.72634
343.19,0.803545
228.2,2.1
228.2,3.1
228.2,5.0
228.2,5.1
228.2,5.4
228.2,6.9
243.2,2.1
243.2,4.6
243.2,7.2
243.2,7.8
243.2,8.5
243.2,11.1
258.2,2.7
258.2,5.9
258.2,9.1
258.2,10.7
258.2,11.6
258.2,15.6
273.2,3.2
273.2,7.1
273.2,10.7
273.2,13.5
273.2,14.6
273.2,19.9
296.25,1.0
296.25,5.0
296.25,10.0
296.25,15.0
296.25,20.0
296.8,1.0
296.8,5.0
296.8,10.0
296.8,15.0
296.8,20.0
297.875,1.0
297.875,5.0
297.875,10.0
298.2,13.26
297.875,15.0
297.875,20.0
298.2,22.74
298.2,31.11
298.25,40.2
298.2,41.67
298.35,47.0
298.2,50.96
298.2,60.13
297.55,148.0
298.95,12.3
298.95,16.4
299.15,30.4
298.55,108.0
299.95,19.7
300.25,22.7
300.15,27.8
300.25,45.8
300.25,46.4
300.25,57.0
301.15,6.8
300.85,36.6
301.45,67.0
303.15,1.123
303.15,2.488
303.15,4.147
303.15,6.362
303.15,9.4
303.15,12.389000000000001
303.15,15.892999999999999
303.85,7.2
303.85,13.0
303.85,17.1
303.85,20.2
303.85,23.3
303.85,28.4
303.85,31.2
303.85,37.8
303.85,44.0
303.85,48.4
303.85,50.5
303.85,52.2
303.85,63.0
303.85,73.0
303.85,134.0
303.85,170.0
308.125,1.0
308.125,5.0
308.125,10.0
308.125,15.0
308.125,20.0
313.15,1.193
313.15,2.645
313.15,4.405
313.15,6.761
313.15,10.001
313.2,11.3
313.2,12.0
313.15,13.171
313.3,14.96
313.15,16.922
313.2,19.4
313.2,28.2
313.2,28.6
313.3,28.88
313.2,35.2
313.2,36.9
313.3,42.96
313.2,47.0
313.2,47.2
313.2,55.0
313.2,55.4
313.3,56.76
313.3,70.05
313.3,83.6
313.3,96.87
313.3,114.76
314.05,8.2
314.05,14.8
314.05,18.9
314.05,23.4
314.05,27.2
314.05,32.2
314.05,36.6
314.05,46.0
314.05,53.0
314.05,60.0
314.05,63.0
314.05,66.2
314.05,83.0
314.05,116.0
314.05,172.0
323.125,1.0
323.15,1.258
323.15,2.793
323.15,4.649
323.125,5.0
323.15,7.138
323.125,10.0
323.15,10.567
323.15,13.932
323.125,15.0
323.15,17.909000000000002
323.125,20.0
324.15,9.6
324.15,17.2
324.15,22.0
324.15,27.5
324.15,32.6
324.15,38.0
324.15,44.0
324.15,55.4
324.15,65.0
324.15,75.5
324.15,78.0
324.15,85.0
324.15,109.0
324.15,153.0
333.15,1.321
333.15,2.9339999999999997
333.15,4.88
333.15,7.501
333.15,11.105
333.2,12.0
333.2,12.6
333.15,14.65
333.25,16.215
333.2,18.3
333.15,18.855999999999998
333.2,27.2
333.2,28.2
333.3,28.59
333.2,37.0
333.3,42.56
333.2,46.8
333.2,47.0
333.2,55.3
333.3,55.99
333.2,62.0
333.3,70.04
333.3,83.97
333.3,97.52
333.2,114.69
334.35,12.8
334.35,20.0
334.35,24.8
334.35,32.2
334.35,38.2
334.35,44.8
334.35,53.2
334.35,67.0
334.35,79.0
334.35,91.0
334.35,93.8
334.35,104.0
334.35,141.0
334.35,196.0
343.15,1.381
343.15,3.069
343.15,5.101
343.15,7.845
343.15,11.616
343.15,15.345
343.15,19.76
344.55,16.0
344.55,23.4
344.55,28.6
344.55,38.0
344.55,46.8
344.55,53.8
344.55,64.0
344.55,79.0
344.55,96.0
344.55,108.0
344.55,113.0
344.55,128.0
344.55,175.0
353.15,1.44
353.15,3.196
353.15,5.314
353.15,8.176
353.15,12.116
353.15,16.008
353.15,20.628
303.85,6.8
303.85,15.8
303.85,24.8
303.85,29.8
303.85,38.0
303.85,42.5
303.85,47.5
303.85,54.0
303.85,64.0
303.85,69.0
303.85,100.0
303.85,143.0
303.85,180.0
314.05,8.0
314.05,19.0
314.05,30.0
314.05,38.0
314.05,47.5
314.05,53.0
314.05,60.0
314.05,69.0
314.05,79.0
314.05,100.0
314.05,140.0
314.05,185.0
324.15,10.8
324.15,23.5
324.15,37.0
324.15,47.0
324.15,58.0
324.15,65.5
324.15,75.0
324.15,86.0
